video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
mvkdvVxfNyw,17.19.11,"Дизель шоу 2017 - лучшие приколюхи, новый сезон. Дизель cтудио Украина, приколы и Виктория Булитко",Дизель Студио,23,2017-11-18T14:48:05.000Z,"дизель шоу|""дизель""|""шоу""|""дизель шоу 2017""|""приколюхи""|""лучшие приколы""|""приколы""|""юмор""|""дизель студио""|""Юмор""|""Украина""|""дизель шоу украинский язык""|""первая брачная ночь после свадьбы""|""дизель шоу лучшее""|""приколы 2017""|""ПРИКОЛЫ""|""концерт""|""Дизель шоу""|""2017""|""украина""|""уральские пельмени""|""Уральские Пельмени""|""Кривое зеркало""|""КВН""|""кривое зеркало""|""Україна""|""лига смеха""|""95 квартал""|""вечерний квартал""|""квартал 95""|""тимошенко""|""виктория булитко""|""новые русские бабки""|""гарем""|""УП""|""на троих 1 сезон""|""слуга народа""|""Кличко""",53171,450,95,39,https://i.ytimg.com/vi/mvkdvVxfNyw/default.jpg,False,False,False,"Дизель шоу 2017 - лучшие приколюхи, новый сезон Дизель cтудио. Подпишись, чтобы не пропустить новые выпуски и жми колокольчик! По вопросам рекламы и сотрудничества: mustsoonmadia@gmail.com\nБольше смешных видео на нашем канале:\nДизель шоу: http://bit.ly/2kZXRHY\nФильмы и сериалы Дизель студио: http://bit.ly/2mzvk8F\nДизель новости: http://bit.ly/2msyLi4\n\nПрисоединяйтесь к нам в социальных сетях:\n\nFacebook\nhttps://www.facebook.com/dizelshow/\nhttps://www.facebook.com/dizelstudio/\nhttps://www.facebook.com/dizelshow/\n\nВКонтакте:\nhttps://vk.com/dizelshow\nhttps://vk.com/dizelstudio\nhttps://vk.com/dizelutro\n\nОдноклассники\nhttps://ok.ru/dizelstudio\n\nInstagram\nhttps://www.instagram.com/dizelstudio/\n\nЕще больше интересного:\nhttp://dizelshow.com/\nслова:  Украина приколы тимошенко виктория булитко"
pbcEZfECiOc,17.19.11,Неприятности на работе,Saveliy Ad,22,2017-11-18T13:15:12.000Z,"самвел|""самвел ад""|""савелий ад""|""савелий""|""samvel ad""|""samvel""|""adamyan""|""адамян""|""влог""|""влогер""|""блогер""|""vlog""|""home video""|""video blog""|""мастер шеф""|""стб""|""обзор""|""продукты""|""распаковка""|""рецепт""|""как приготовить""",48821,1394,195,612,https://i.ytimg.com/vi/pbcEZfECiOc/default.jpg,False,False,False,"Здравствуйте, мои дорогие зрители и друзья.!!!!\nМеня зовут Самвел.! Я живу в г. Днепропетровск. Работаю солистом оперного театра. На моем канале много интересного, видео с обзорами посылок , видео из театра,мои рецепты, истории из моей жизни. В общем много всего интересного и смешного. Если я кого то заставлю улыбнуться, то значит я не даром создал этот канал.\nС любовью к Вам .\nhttp://youtu.be/znV_Cs23lUM   Песня про Москву с балкона\nhttp://youtu.be/BQT0uwZHlG0   ПРИМЕРКА ТРУСОВ\nhttp://youtu.be/AhnGBdntoWc   выпуск 1 ПОХУДЕНИЕ\nhttp://youtu.be/xZPdh8b8s2A     выпуск 2 ПОХУДЕНИЕ\n\nСсылка на партнерку : https://youpartnerwsp.com/join?7537"
Qiq0wUG3WUk,17.19.11,ЛИГА СПРАВЕДЛИВОСТИ - ОБЗОР,optimisster,1,2017-11-18T15:57:46.000Z,"Лига справедливости|""Justice League""|""Wonder Woman""|""Batman""|""Superman""|""Aquaman""|""Бэтмен против Супермена""|""Отряд Самубийц""",41105,3258,263,357,https://i.ytimg.com/vi/Qiq0wUG3WUk/default.jpg,False,False,False,"vk.com/kosoipereulok - магазин Косой Переулок\nhttps://no-muggles.ru - закажи Гик Бокс\n\nЛига Справедливости от DC наконец-то вышла на экраны и... не поразила, но и не расстроила. Вот вам весьма неоднозначное, хоть и простое, мнение о супергеройском фильме. который претворяется другим супергеройским фильмом.\n\n\nПо поводу рекламы пишите - optimisster@yandex.ru\n\n✔Поддержать денежкой меня можно тут -\n https://www.patreon.com/optimisster\n\n✔Пишите письма: Санкт-Петербург, а/я 43, индекс 193231, Колмыкову Денису\n\n✔https://t.me/Optimisster - Телеграмм канал\n✔http://instagram.com/optimisster - Инста\n✔https://twitter.com/optimisster - Твиттер\n✔http://vk.com/optimisster_blog - Группа"
4BFnxte2PM8,17.19.11,Victory Ceremony Ladies 2017 Grand Prix France,FSone,24,2017-11-18T16:39:55.000Z,"Internationaux de France 2017|""Figure Skating""|""Figure Skating hd""|""фигурное катание""|""Victory Ceremony Ladies 2017""",11351,155,11,65,https://i.ytimg.com/vi/4BFnxte2PM8/default.jpg,False,False,False,"Grand Prix Figure Skating Internationaux de France 2017, Grenoble\n1 Alina Zagitova 2  Maria Sotskova 3 Kaetlyn Osmond"
VJs_8vlPBB0,17.19.11,"Правильный стык, между ВАННОЙ и ПЛИТКОЙ",ДНЕВНИК ДИЗАЙНЕРА,27,2017-11-19T04:08:02.000Z,"ремонт|""стройка""|""ремонт квартиры""|""ремон в ванной""|""плитка""|""ванна""|""стык плитки""|""затирка""|""порожек""|""земсков""|""земс""|""zems""|""обучение""",15744,1920,49,116,https://i.ytimg.com/vi/VJs_8vlPBB0/default.jpg,False,False,False,"Видео Как выбрать плитку - https://youtu.be/6WNq7ZCcdFw\n\nINSTAGRAM - http://instagram.com/misha_des\nВК - http://vk.com/misha_des\nFB - https://www.facebook.com/mikhail.shaposhnikov\n\nCamera - Olympus O-MD EM5 mark II \nLens - Panasonic 8-18, olympus 25mm\nМонтаж - https://vk.com/kefir_ph\nMusic - http://goo.gl/o5fGCc\n\nАдрес для посылок: 620102, Екатеринбург, Свердловская область, ул. Посадская д.45, офис 401, 4 этаж, лифта нет. Просьба посылку отправлять до офиса с подьемом на 4 этаж. Шапошников Михаил Алексеевич\n\nДизайнер интерьера в Екатеринбурге Михаил Шапошников\nБлог дизайнера"
k9i6E8RfFoQ,17.19.11,ВЛОГ: Окна приехали / Дом за 100 дней - DIY,Трепанация,22,2017-11-18T10:13:12.000Z,"Папа шапика|""Строим дом""|""Строим дачу""|""Установка окон""|""Плоская крыша""|""Алюминиевые окна""|""Кроем крышу""",113244,4952,286,390,https://i.ytimg.com/vi/k9i6E8RfFoQ/default.jpg,False,False,False,ЗДЕСЬ ВЫИГРАТЬ ЛЕГКО! - https://fortunatime.com/r=DOLLARS
_DhnQC7fXxQ,17.19.11,Интересные  новости  № 268 / 17,Гена Острецов,22,2017-11-18T15:24:36.000Z,[none],8221,719,17,44,https://i.ytimg.com/vi/_DhnQC7fXxQ/default.jpg,False,False,False,
rxYQVqPSFso,17.19.11,НОВОЛУНИЕ - НАЧАЛО ИЗОБИЛИЯ и ЛЮБВИ,Veniamin Nikora,29,2017-11-18T11:48:14.000Z,"деньги|""новолунье""|""новолуние""|""полнолуние""|""любовь""|""приворот""|""магияденег""",19483,1280,62,297,https://i.ytimg.com/vi/rxYQVqPSFso/default.jpg,False,False,False,Сегодня Новолуние в Скорпионе.\nЧто это нам принесет?\nМного всего интересного...
mqlscc-Ir38,17.19.11,Светящийся ЛЁД - Проверка Странных лайфхаков!,Дима Масленников,24,2017-11-17T13:48:55.000Z,"лайфхак|""лайфхаки""|""проверка лайфхаков""|""жесть""|""трум трум""|""трумтрум""|""trum trum""|""масленников""|""дима масленников""|""10 лайфхаков""|""лайфхаков""|""пранки""|""пранков""|""сливки шоу""|""светящийся лёд""|""все по маслу""|""вешалка""|""стул""|""сухарики""|""дипт""|""dipt""|""гостбастер""|""тусовка""|""туса""|""вечеринка""|""вечный террариум""|""элли ди""|""elli di""|""lifehack""|""lifehacks""|""самый тупой лайфхак""|""тупые лайфхаки""|""упрощение жизни""|""просто""|""кока-кола""|""мамикс""",841795,64838,2867,17929,https://i.ytimg.com/vi/mqlscc-Ir38/default.jpg,False,False,False,"Пройди тест со мной и узнай, кто ты на тусовке с друзьями - \nhttps://goo.gl/YL5tRf\n\nЭто Новая проверка Лайфхаков! Светящийся лёд, вешалка из стула и самодельная закуска... все что необходимо для домашней тусовки!\n\nА так же подпишитесь на меня:\nVK - http://vk.com/dima_maslen\nINSTAGRAM - https://www.instagram.com/dima_maslen\nВСЕ ПО МАСЛУ - https://youtu.be/xgu6UDHrTE0\n\nРеклама и сотрудничество:\nmaslennikov@wildjam.ru\n\nProduction Music courtesy of Epidemic Sound"
Rlno9LwZFa0,17.19.11,Юрий Пронько 17.11.2017 - СЛУЧИЛАСЬ БЕСПРЕЦЕДЕНТНАЯ ВЕЩЬ,АПОКАЛИПСИС СЕГОДНЯ,25,2017-11-17T17:21:10.000Z,"Пронько|""пронько""|""Юрий Пронько""|""пронько юрий""|""юрий пронько царьград""|""Царьград""|""Царьград ТВ""|""Евгений Сатановский""|""Владимир Соловьев""|""Андрей Фурсов""|""Михаил Хазин""|""Валентин Катасонов""|""Серей Глазьев""|""Михаил Делягин""|""Сергей Кургинян""|""2017""|""2018""|""экономика""|""Мальцев""|""Демура""|""Хазин""|""Глазьев""|""Катасонов""|""Жуковский""|""Потапенко""|""Белковский""|""политика""|""Россию""|""Украина""|""США""|""доллар""|""набиуллина""|""пронько царьград""|""пронько за сегодня""|""пронько новое""|""Улюкаев""|""югра""|""цб""|""силуанов""|""банк""|""Набиуллина""|""Греф""|""Делягин""|""Путин""",76239,1216,134,327,https://i.ytimg.com/vi/Rlno9LwZFa0/default.jpg,False,False,False,"Юрий Пронько - журналист, телеведущий канала Царьград.\n\nпередача от 17 Ноября 2017\n\nГость: Михаил Делягин - Экономист\n\nЦарьград ТВ https://www.youtube.com/user/tsargradtv\nЦарьград ТВ https://tsargrad.tv/\n\n\nЮрий Пронько - Ведущий программы Реальное время на телеканале Царьград\nЛауреат Всероссийского конкурса деловой журналистики РCПП в номинации Журналист года (2011).\nОбладатель почетного диплома Ассоциации российских банков за достижения в области финансовой журналистики (2011).\nОбладатель почетного диплома Ассоциации региональных банков Россия в номинации Журналист года (2008)."
fKTL-dmRpeo,17.19.11,"Беги, не оглядывайся! (2017). 1 серия. Мелодрама, премьера.",KINOFABRIKA,1,2017-11-18T16:30:00.000Z,"​ беги|""не оглядывайся""|""беги не оглядывайся""|""смотреть беги не оглядывайся""|""сериал беги не оглядывайся""|""беги не оглядывайся смотреть""|""мелодрама""|""драма""|""детектив""|""семейное кино""|""новинки мелодрамы""|""русские мелодрамы""|""мелодрамы 2017""|""сериал""|""мелодрамы""|""новинки""|""Юлия Жигалина""|""Александр Пашков""|""сериалы 2017""|""сериалы онлайн""|""сериалы про любовь""|""сериалы""|""смотреть онлайн""|""сериалы ТВЦ""|""мелодрама 2017""|""мелодрама 2017 новинки""|""женщина с лилиями""|""осколки счастья""|""новинки 2017""|""НD""",38431,0,0,23,https://i.ytimg.com/vi/fKTL-dmRpeo/default.jpg,False,True,False,"Беги, не оглядывайся! (2017 премьера). 1 серия. Мелодрама, новинка.\n🔹🔹🔹🔹🔹🔹🔹\nТатьяна вышла замуж поздно, но жизненный опыт не спас её от роковой ошибки. Муж избивает её, и любая попытка сопротивляться приводит только к новым побоям. Он высокопоставленный офицер полиции. В городе у него всё схвачено – Татьяна не может ступить и шагу, чтобы муж не узнал об этом и не принял мер. Только каких-то две недели назад Таня пережила сильнейшие побои от мужа, но сумела простить его, он клялся, что больше никогда в жизни её не обидит. И вот в очередной раз избитая и униженная женщина поняла, что нужно бежать от этого тирана и изверга. Сумеет ли она на этот раз поступить правильно? И хватит ли ей смелости и сил, чтобы вырваться из лап деспота, который не собирается отпускать свою жертву?\n🔹🔹🔹🔹🔹🔹🔹\nНазвание: Беги, не оглядывайся!\nЖанр: мелодрама, детектив, драма.\nСтрана: Россия\nРежиссер: Мирослав Малич\nСценаристы: Владимир Яцкевич\nОператор: Сергей Борденюк\nКомпозиторы: \nПродюсеры: Вячеслав Михайлов, Виталий Сиренко\nАктеры: Юлия Жигалина, Александр Пашков, Юлия Рудина, Владимир Фоков, Марина Куклина, Александр Кобзарь, Михаил Романов (II), Виталий Иванченко, Владимир Скорик, Владимир Мовчан, Антонина Макарчук, Дмитрий Базай, Екатерина Вишнёвая, Георгий Лещенко, Анжелика Эшбаева и другие.\nПроизводство: ООО Энерджи фильм, ABC Film\nПремьера: 18 ноября 2017 (ТВЦ)"
4i9m8a8P6pk,17.19.11,Дом 2 Город любви 4940 день Вечерний эфир (18.11.2017) HD без рекламы,Live,24,2017-11-18T15:37:42.000Z,"Дом2|""Дом-2""|""Дом 2""|""Дом два""|""Dom2""|""Dom-2""|""Dom 2""|""Город любви""|""Дом 2 город""|""Дом 2 город любви""|""4940 день""|""4940""|""Дом 2 4940""|""Дом 2 город любви 4940""|""Дом 2 город 4940""|""Вечерний эфир""|""Вечерний выпуск""|""эфир""|""выпуск""|""Дом 2 вечерний эфир""|""Дом 2 вечерний выпуск""|""Дом 2 эфир""|""Дом 2 выпуск""|""Дом 2 ТНТ""|""ТНТ""|""Дом 2 эфир 4940""|""Дом 2 выпуск 4940""|""Дом 2 вечерний выпуск 4940""|""18.11.2017""|""18 ноября""|""18.11""|""Дом 2 город 18.11""|""Дом 2 город любви 18.11""|""Дом 2 вечерний эфир 18.11""|""Дом 2 выпуск 18.11""",9769,75,67,22,https://i.ytimg.com/vi/4i9m8a8P6pk/default.jpg,False,False,False,Дом 2 в HD качестве и без рекламы\nКаждый день новые эфиры\nНе забудьте подписаться на канал и поставить лайк
gnEQpJ-V6SQ,17.19.11,МАКИЯЖ КОШАЧИЙ ГЛАЗ - ДЕЛАЕМ ЗА 5 МИНУТ,Estonianna,26,2017-11-18T10:26:46.000Z,"estonianna|""эстонианна""|""вечерний макияж урок""|""макияж урок""|""кошачий глаз""|""cat eyes""|""макияж кошачий глаз""|""как сделать кошачьи глаза макияж""|""макияж кошачий глаз видео""|""макияж кошачий глаз пошагово""|""кошачьи глазки макияж""|""затемненный уголок""|""как увеличить глаза""|""увеличение глаз""|""макияж""|""макияж для голубых глаз""|""макияж для зеленых глаз""|""макияж на выпускной""",78074,6090,95,184,https://i.ytimg.com/vi/gnEQpJ-V6SQ/default.jpg,False,False,False,"INSTAGRAM: http://instagram.com/estonianna\nДЛЯ УЧАСТИЯ В КОНКУРСЕ \nВыиграть набор для макияжа «CAT EYES» ARMANI:\n1) Поставить лайк этому видео\n2) Сделать макияж в стиле «CAT EYES»\n3) Выложить в инстаграм под хэштегами #armanicateyes и #estonianna_armani_конкурс \n3) Отметить свою подругу, которую вы бы хотели видеть с таким макияжем. \nЯ выберу 3 лучших образа, результаты подведу через 14 дней.  Каждая победительница получит набор для макияжа «CAT EYES» - тушь «EYES TO KILL CLASSICO», Лайнер «EYES TO KILL», жидкие тени «EYE TINT»\n\n❤ ГДЕ МЕНЯ НАЙТИ \nINSTAGRAM:http://instagram.com/estonianna\nBLOG: http://estonianna.com\nFB: https://www.facebook.com/Estonianna\nVK: http://vk.com/estonianna\nПо вопросам сотрудничества / business e-mail anna.novozhilova@gmail.com"
CLVK2O-moaE,17.19.11,Снегопад во Владивостоке 17.11.2017. Подборка Массовых Аварий!,Pasol приморский,22,2017-11-17T13:55:53.000Z,"снегопад во владивостоке 17. 11. 2017|""подборка массовых аварий""|""сненг во владивостоке""|""снег в ноябре""|""снег 17.11.2017""|""владивосток аварии""|""аварии владивосток""|""владивосток 2017""|""день жестяньщика""|""посол приморский""|""pasol приморский""|""машины бъются""|""подборка аварий""|""первый снег""|""владивосток""|""в приморье""|""приморье""|""снегопад""|""горки""|""гололёд""|""прикол""|""лёд""|""снег""|""аварии""|""дтп""|""17.11.2017""",56579,320,133,235,https://i.ytimg.com/vi/CLVK2O-moaE/default.jpg,False,False,False,Снегопад во Владивостоке 17.11.2017. Подборка массовых аварий! Снег во Владивостоке в очередной раз стал причиной массовой аварии. «Каждый год одно и то же». Массовое ДТП на спусках это обычное место для таких аварий.  Авария авто авто авария видео владивосток дтп массовое дтп снегопад 17.11.2017 Неожиданно в ноябре! Выпал снег во чудеса аномалия мля.\n#блогерывладивостока#снегавария#владивостокприморье#снегопадгололед#дтпспуск#17112017#приколымашины#лёдскользко\n\nПОДПИШИСЬ НА МОЙ КАНАЛ\n► Pasol приморский      https://goo.gl/zRLWpr\n\nССЫЛКИ НА СОЦ. СЕТИ ?\n►Подпишись-стр-ка Вк https://goo.gl/grSst3\n►Подпишись-Группа Вк https://goo.gl/jVADlS\n►Подпишись-Instagram https://goo.gl/Za0osF\n\n►Партнёрка YouTube как у меня  https://goo.gl/qLSVXT\n\nПОМОЩЬ КАНАЛУ!\nНа дизтопливо для новых видео!\n►http://www.donationalerts.ru/r/pasol\n\nМузыка в Видео - Matt - Loud Silence
hDNY-m4OOYQ,17.19.11,Новогоднее меню на 4 х человек за 800 рублей - 5 блюд за 2 часа!,Вкусная минутка,22,2017-11-18T08:25:04.000Z,"новогоднее меню|""новогодний стол""|""меню на 4-х человек""|""сырный рулет""|""мандариновый пирог""|""праздничный стол""|""рецепты""|""вкусная минутка""|""новый год 2018""|""меню на новый год""|""5 блюд за 2 часа""|""простые рецепты""|""новогодние блюда""|""салат""|""в духовке""|""простое меню на новый год""|""готовим дома""|""как приготовить""|""ужин за 2 часа""|""что приготовить на новый год""|""на новый год""",70238,6208,84,417,https://i.ytimg.com/vi/hDNY-m4OOYQ/default.jpg,False,False,False,"Закуска, салат, курица + гарнир и вкуснейший мандариновый пирог на десерт. Новогоднее меню на 4-х человек. Очень просто, быстро и вкусно! По времени – 2 часа на всё, по стоимости – не более 800 рублей! Стоимость напитков я здесь не учитывала! Рецепты смотрите ниже под видео. Напишите в комментариях, что вы обычно готовите на новогодний стол. И подписывайтесь на мой канал, чтобы ничего не пропустить! https://goo.gl/RoUqRM\n\nНекоторые кухонные гаджеты, которыми я пользуюсь:\n\nhttps://goo.gl/w8K9Du  - коврик силиконовый (на котором я готовила картофель)\nhttps://goo.gl/BKXmqo  - противень 32х22 см \nhttps://goo.gl/yUXUS1  - форма для приготовления пирогов и кексов\nhttps://goo.gl/skpLF1  - маленькая и очень удобная терочка для чеснока\nhttps://goo.gl/w9RXpo - коврик силиконовый для рулетов\nhttps://goo.gl/LLrkcs  - деревянная мельница для перца\nhttps://goo.gl/YPg2xu - деревянные ложки \nhttps://goo.gl/k2pmo9  - набор для спиральной нарезки овощей\nhttps://goo.gl/cTBnoJ - формы для вареников и чебуреков\nhttps://goo.gl/Mhy4Ds - силиконовый коврик для выпечки\nhttps://goo.gl/WmHtuD  - очень удобное мусорное ведерко\nhttps://goo.gl/nVfMpw  - форма для разрезания бисквита\nhttps://goo.gl/ZP45vd  - сковорода\nКупить можно здесь: https://goo.gl/ftEtGQ \nДля получения скидки в 12% введите код купона Home12 на этой странице: https://goo.gl/9HcFZD Скидка действует до конца декабря.\n\n\nРЕЦЕПТЫ:\n\n---1---\nЗакусочный сырный рулет. \n• Яйца – 4 шт.\n• Майонез – 120 г (в тесто) + 40 г (в начинку)\n• Плавленые сырки – 2 шт.\n• Чеснок – 1-2 зуб.\n• Укроп\n\n---2---\nСалат «Столичный» с запеченной куриной грудкой.\n• Запеченная куриная грудка – 300 г\n• Картофель вареный – 4 шт.\n• Морковь вареная – 1 шт.\n• Огурец свежий\n• Огурцы маринованные – 2-3 шт.\n• Яйца вареные – 4 шт.\n• Майонез (домашний) – 2 ст.л.\n\n---3---\nКуриные окорочка, запеченные на соли. Это очень вкусно и тааак просто!\n• Куриные окорочка – 4 шт.\n• Соль\n\n---4---\nДольки картофеля, запеченные со специями.\n• Картофель – 800 г\n• Специи для картофеля – 1 ст.л.\n• Растительное масло – 2 ст.л. (у меня оливковое)\n• Соль\n\n---5---\nМандариновый пирог. Очень нежный и невероятно вкусный! \n• Мандарины – 300 г (4 шт.)\n• Яйца – 3 шт.\n• Мука – 170 г\n• Сахар – 200 г\n\n#новогоднее #новогоднийстол #меню #новогоднееменю #бюджетно #быстро #простыерецепты\n\nСпасибо за просмотр! Комментируйте! Пальчик вверх, если понравилось!  \n\nПОДПИСЫВАЙТЕСЬ НА МОЙ КАНАЛ https://www.youtube.com/channel/UCwAWqzhIYFKFtgU3dhtXEZg?sub_confirmation=1\n\nПишите мне: izvsego@gmail.com\n\nПрисоединяйтесь к нашей группе ВКонтакте: http://vk.com/tastyminute\n\nСтраничка в Facebook: https://www.facebook.com/tastyminute/\n\nГруппа в Одноклассниках: https://ok.ru/min1ru\n\nInstagram: @tastyminute\n\nTelegram: https://t.me/tastyminute\n\nПрофиль на Постиле: http://postila.ru/id6489015\n\nСайт: http://tastyminute.ru\n\n••••••••••••••••••••••••••••••\n\nПЛЕЙЛИСТЫ:\n\n*** Вкусная минутка - простые проверенные рецепты вкусных блюд за одну минуту!  https://www.youtube.com/playlist?list=PLf74hASH_FjSOWvTudTMsvVu-1pyMYLqt\n\n*** Блюда из овощей, вкусные и простые овощные рецепты  https://www.youtube.com/playlist?list=PLf74hASH_FjSb7nyh7F7NacxUEgfgww6A\n\n***  Завтраки - быстрые и простые рецепты для отличного начала дня!  https://www.youtube.com/playlist?list=PLf74hASH_FjRpMR25Q5pmx7enB1JaRqfL\n\n*** Вторые блюда - рецепты вторых блюд на каждый день  https://www.youtube.com/playlist?list=PLf74hASH_FjTxj1WcxYap5_yTKLy5nu4Y\n\n*** Праздничные рецепты - простые, вкусные и красивые блюда на праздничный стол  https://www.youtube.com/playlist?list=PLf74hASH_FjQG2seLPaDWk7EhvsK6uYV7\n\n*** Закуски - рецепты закусок на любой случай  https://www.youtube.com/playlist?list=PLf74hASH_FjRfxlgOVKK754tJu7c_3AN0\n\n*** Печенье, кексы, пирожные - простейшие рецепты вкусной выпечки!  https://www.youtube.com/playlist?list=PLf74hASH_FjRCleGxdwC4fsN2yZlJ0EbP\n\n*** Выпечка - рецепты теста и простые изделия из теста  https://www.youtube.com/playlist?list=PLf74hASH_FjSERNkkDJ3EuIYl6mEsRRfZ\n\nВсе плейлисты:\nhttps://www.youtube.com/channel/UCwAWqzhIYFKFtgU3dhtXEZg/playlists\n\n\n----\nКомпозиция Life of Riley принадлежит исполнителю Kevin MacLeod. Лицензия: Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/).\nОригинальная версия: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1400054.\nИсполнитель: http://incompetech.com/"
RYvyZbYvArE,17.19.11,iPhone X - НОВОЕ ПОКОЛЕНИЕ КОСЯКОВ!,Канал Стинта :3,28,2017-11-17T11:48:10.000Z,"айфон|""айфон х""|""айфон 10""|""iphone""|""iphone x""|""wylsacom""|""iphone 10""|""пиратские игры""|""apple""|""купил""|""икс""|""iphone 8""|""китай""|""iphone x review""|""apple iphone x""|""iphone x unboxing""|""face id""|""фейс айди""|""клоны игр""|""самсунг""|""samsung""",362823,21162,1904,1843,https://i.ytimg.com/vi/RYvyZbYvArE/default.jpg,False,False,False,Ссылка: http://ouplay.ru/\nМой инстаграм: https://instagram.com/thestintgames \nЯ в Вконтакте: https://vk.com/thestint\nРОСПИСЬ ОТ МЕНЯ В ВК: https://goo.gl/VQ2NoK\n\nГруппа в Вконтакте: http://vk.com/stintgameshow\n\nМой Твиттер: https://twitter.com/TheStintGames\n\nМоя партнерская программа: http://goo.gl/vSXnhM
mvbH8hx6otA,17.19.11,ЗАГОВОР ЗА СПИНОЙ ПУТИНА РАСКРЫТ (19.11.2017),ЗДРАВЫЕ МЫСЛИ,22,2017-11-18T07:30:01.000Z,[none],98569,667,101,404,https://i.ytimg.com/vi/mvbH8hx6otA/default.jpg,False,False,False,"Boeннaя тaйна c Игорем Прокопенко: https://www.youtube.com/watch?v=DdzJkK4gUjk\nЗАГОВОР ЗА СПИНОЙ ПУТИНА РАСКРЫТ\n\nСпикеры канала: Валерий Викторович Пякин, Николай Стариков, Сергей Лавров, Мария Захарова, Сергей Александрович Михеев, Владимир Владимирович Путин и многие другие.\n\nЕсли согласны с точкой зрения спикера, тогда ставьте ЛАЙК! Не забывайте подписываться на обновления!"
GtGpHnHgQ5s,17.19.11,"Все киногрехи Валериан и город тысячи планет, Часть 1",KINOKOS,24,2017-11-18T14:09:52.000Z,"Киноляпы|""ошибки в кино""|""нестыковки в фильмах""|""киногрехи""|""грехи в фильмах""|""спецффекты в кино""|""создание кино""|""за кадром""|""все грехи фильма""|""сюжетные дыры""|""kinokos""|""future""|""fail""|""кино""|""фильм""|""ошибки""|""ляпы""|""киноошибки""|""обзор""|""ревью""|""cinemasins""|""cinema""|""киногрехи + все проколы""|""киноляпы +в фильмах""|""everything wrong with""|""cinema sins""|""mistakes""|""Валериан и город тысячи планет""",82678,3821,200,319,https://i.ytimg.com/vi/GtGpHnHgQ5s/default.jpg,False,False,False,➤➤Подпишись на канал Чёрный Кабинет: https://goo.gl/NJL17H\nСледующий выпуск: Звёздные войны. Эпизод III: Месть ситхов\n➤Поддержать канал: http://www.donationalerts.ru/r/kinokos\n➤По вопросам сотрудничества: https://vk.com/natalia_adisom \n➤Поглазеть на автора: https://vk.com/id147734575\n➤Группа в контакте: https://vk.com/kinokoss\nПриобрести фильм в itunes: https://itunes.apple.com/us/movie/valerian-and-the-city-of-a-thousand-planets/id1254728550\n\nПроизводство фильма:\n1. EuropaCorp\n2. Fundamental Films\n3. Grive Productions\n4. Gulf Film\n5. Novo Pictures\n6. Orange Studio\n7. River Road Entertainment\n8. TF1 Films Production\n9. Universum Film (UFA)
p7dVxF8qD8U,17.19.11,Dizayn jamoasi - Davron Kabulov muxlislarni mot xolatiga olib keldi,Dizayn Jamoasi,23,2017-11-18T18:23:23.000Z,"yangi uzbek kino 2014|""o`zbek film 2014""|""yangi o`zbek klip 2014""|""uzbek 2014""|""uzbek klip 2014""|""obid asomov 2014""|""mirzo teatri 2014""|""valijon shamshiev 2014""|""handalak 2014""|""qalpoq 2014""|""sho`rdanak 2014""|""yangi uzbek prikol 2014""|""uzbek prikol 2014""|""sahro 2014""|""bojalar 2014""|""yulduz u 2014""|""uzbek kino""|""o`zbek film""|""ummon 2014""|""ummon guruhi""|""qvz""|""illion jamoasi""|""tojik klip 2014""|""Sardor rahimhon 2014""|""shahzoda 2014""|""lola yuldasheva 2014""|""yangi kulgi 2014""",58830,440,76,38,https://i.ytimg.com/vi/p7dVxF8qD8U/default.jpg,False,False,False,Официальный сайт: http://www.rizanova.uz/\nПрисоединиться: YangiKulgu: http://bit.ly/YangiKulguN1\nYangiKulgu @ Telegram: https://telegram.me/YangiKulguTv\nYangiKulgu @ Instagram: https://instagram.com/yangikulgutv\nYangiKulgu @ Twitter: https://twitter.com/yangikulgu\nYangiKulgu @ Facebook: https://www.facebook.com/YangiKulgu\nYangiKulgu @ Ok.ru: http://ok.ru/yangikulgutv\nYangiKulgu @ Google+: http://bit.ly/plusYangiKulgu
